sample_id,group_id,model,dataset,split,correct,error,hallucination,rating,hallucination_types,answer_length,ppl,se,umpire
hallusionbench-non_image-VS-chart-0-0-3,hallusionbench-non_image-VS-chart-0,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0006215572476072,-0.0,-15.228644511749225
hallusionbench-non_image-VS-chart-1-0-0,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0006006956281135,-0.0,5.349161354874308
hallusionbench-non_image-VS-chart-1-0-1,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,0,5,,1,1.0006399154667702,-0.0,-12.478103453511869
hallusionbench-non_image-VS-chart-1-0-2,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,0,5,,1,1.0006623267860701,-0.0,-14.95891066244316
hallusionbench-non_image-VS-chart-1-0-3,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004956722126799,-0.0,-13.424899007394611
hallusionbench-non_image-VS-chart-1-0-4,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0008116960771283,0.5173808109363227,21.08083345660858
hallusionbench-non_image-VS-chart-1-0-5,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.1939455298016175,0.6865885289617044,40.387996768906405
hallusionbench-non_image-VS-chart-1-0-6,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,0,5,,1,1.0328221311601062,0.6779402886378911,110.89214348912351
hallusionbench-non_image-VS-chart-1-0-7,hallusionbench-non_image-VS-chart-1,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0035605431074737,0.5388539849137399,192.40975093166148
hallusionbench-non_image-VS-chart-2-0-0,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0003696680105916,0.4792465819248418,-3.0628620587572826
hallusionbench-non_image-VS-chart-2-0-1,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0006537437191192,-0.0,-9.9913179835543
hallusionbench-non_image-VS-chart-2-0-2,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.001214265771645,-0.0,80.46433390928043
hallusionbench-non_image-VS-chart-2-0-3,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,0,1,0,3,,1,1.0010598898418015,0.12917622456168376,147.26564168913853
hallusionbench-non_image-VS-chart-2-0-4,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.588031182822588,0.2954445717509259,235.32430341694612
hallusionbench-non_image-VS-chart-2-0-6,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.2268648240199618,0.5296809093309749,62.46729534155175
hallusionbench-non_image-VS-chart-2-0-5,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.5880763807672742,0.5282349103290953,59.34554114213569
hallusionbench-non_image-VS-chart-3-0-0,hallusionbench-non_image-VS-chart-3,llava,hallusionbench,non_image,1,0,0,5,,1,1.0003753900627472,-0.0,-8.00347670573014
hallusionbench-non_image-VS-chart-2-0-7,hallusionbench-non_image-VS-chart-2,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0582429159260367,-0.0,59.05837126054432
hallusionbench-non_image-VS-chart-3-0-1,hallusionbench-non_image-VS-chart-3,llava,hallusionbench,non_image,1,0,0,4,,1,1.0002924203802475,0.6737581751310362,-7.951110352140907
hallusionbench-non_image-VS-chart-3-0-2,hallusionbench-non_image-VS-chart-3,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.0497453223048212,0.562294051490523,95.75638808183932
hallusionbench-non_image-VS-chart-3-0-3,hallusionbench-non_image-VS-chart-3,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001058578491804,0.5010174817471085,-10.439266723899893
hallusionbench-non_image-VS-chart-4-0-0,hallusionbench-non_image-VS-chart-4,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0030869244542444,0.3167287568661673,87.85054271377041
hallusionbench-non_image-VS-chart-4-0-1,hallusionbench-non_image-VS-chart-4,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.4726628218537312,0.6771032911923354,53.79901342845339
hallusionbench-non_image-VS-chart-4-0-2,hallusionbench-non_image-VS-chart-4,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0003350973042004,-0.0,0.04237381823491582
hallusionbench-non_image-VS-chart-4-0-3,hallusionbench-non_image-VS-chart-4,llava,hallusionbench,non_image,1,0,0,4,,1,1.000396251672397,0.05328579479524434,84.96476537751285
hallusionbench-non_image-VS-chart-5-0-0,hallusionbench-non_image-VS-chart-5,llava,hallusionbench,non_image,1,0,0,5,,1,1.0027871131247221,-0.0,-15.063100084494321
hallusionbench-non_image-VS-chart-5-0-1,hallusionbench-non_image-VS-chart-5,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0000749826456659,-0.0,-12.551732733452573
hallusionbench-non_image-VS-chart-5-0-2,hallusionbench-non_image-VS-chart-5,llava,hallusionbench,non_image,0,1,1,2,reasoning_hallucination,1,1.0110269789215311,-0.0,9.536550550247181
hallusionbench-non_image-VS-chart-5-0-3,hallusionbench-non_image-VS-chart-5,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0087075236302245,-0.0,19.516587853610275
hallusionbench-non_image-VS-chart-6-0-1,hallusionbench-non_image-VS-chart-6,llava,hallusionbench,non_image,1,0,0,4,,1,1.000057578085489,0.670641101955486,-5.082368068758749
hallusionbench-non_image-VS-chart-6-0-3,hallusionbench-non_image-VS-chart-6,llava,hallusionbench,non_image,1,0,0,5,,1,1.000045299530112,-0.0,13.018608582989366
hallusionbench-non_image-VS-chart-6-0-2,hallusionbench-non_image-VS-chart-6,llava,hallusionbench,non_image,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.0044395923614793,0.6759417432931356,-1.7999184777746358
hallusionbench-non_image-VS-chart-7-0-0,hallusionbench-non_image-VS-chart-7,llava,hallusionbench,non_image,1,0,0,4,,1,1.0212458364128303,0.5544839563385813,116.65695452628054
hallusionbench-non_image-VS-chart-7-0-1,hallusionbench-non_image-VS-chart-7,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0027526617048148,0.658391527978599,12.850451862632198
hallusionbench-non_image-VS-chart-7-0-2,hallusionbench-non_image-VS-chart-7,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0056011678305754,0.5005626297315963,-0.7459388709393071
hallusionbench-non_image-VS-chart-8-0-0,hallusionbench-non_image-VS-chart-8,llava,hallusionbench,non_image,1,0,0,5,,1,1.000249266632429,-0.0,-13.608308968591686
hallusionbench-non_image-VS-chart-8-0-1,hallusionbench-non_image-VS-chart-8,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004078149929463,0.6730465723554049,-13.15012866648657
hallusionbench-non_image-VS-chart-8-0-2,hallusionbench-non_image-VS-chart-8,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002392530369548,-0.0,79.66192173201422
hallusionbench-non_image-VS-chart-7-0-3,hallusionbench-non_image-VS-chart-7,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0042549369760625,0.5213385042002305,24.272114076908103
hallusionbench-non_image-VS-chart-9-0-0,hallusionbench-non_image-VS-chart-9,llava,hallusionbench,non_image,1,0,0,5,,1,1.0007020235328046,-0.0,-6.892075581077919
hallusionbench-non_image-VS-chart-9-0-1,hallusionbench-non_image-VS-chart-9,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.001737952214032,-0.0,6.163177021315759
hallusionbench-non_image-VS-chart-9-0-2,hallusionbench-non_image-VS-chart-9,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.0013252496178613,0.6927148426813681,95.56388395666698
hallusionbench-non_image-VS-chart-9-0-3,hallusionbench-non_image-VS-chart-9,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0113350150127696,0.6724603890686551,-8.015284877055825
hallusionbench-non_image-VS-chart-10-0-1,hallusionbench-non_image-VS-chart-10,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0009547472062896,-0.0,-10.004906904939254
hallusionbench-non_image-VS-chart-10-0-0,hallusionbench-non_image-VS-chart-10,llava,hallusionbench,non_image,1,0,0,4,,1,1.0019576550273643,-0.0,-11.847475744007212
hallusionbench-non_image-VS-chart-10-0-2,hallusionbench-non_image-VS-chart-10,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.000197052955756,-0.0,-14.651445809919942
hallusionbench-non_image-VS-chart-10-0-3,hallusionbench-non_image-VS-chart-10,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.001181364109573,0.5037238669401414,-4.750604565080459
hallusionbench-non_image-VS-chart-11-0-0,hallusionbench-non_image-VS-chart-11,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0010153055718134,0.6795110315237705,12.763952661580756
hallusionbench-non_image-VS-chart-11-0-1,hallusionbench-non_image-VS-chart-11,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0005463361750493,0.440477942740939,17.493710188762567
hallusionbench-non_image-VS-chart-12-0-0,hallusionbench-non_image-VS-chart-12,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0011161565449376,-0.0,-13.77331694244381
hallusionbench-non_image-VS-chart-12-0-1,hallusionbench-non_image-VS-chart-12,llava,hallusionbench,non_image,1,0,0,5,,1,1.000963807121995,-0.0,-3.240663182854318
hallusionbench-non_image-VS-chart-12-0-2,hallusionbench-non_image-VS-chart-12,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.000509262086428,-0.0,-10.050687004526175
hallusionbench-non_image-VS-chart-13-0-1,hallusionbench-non_image-VS-chart-13,llava,hallusionbench,non_image,1,0,0,4,,1,1.0003610849500548,0.6838092735697546,28.299850306184428
hallusionbench-non_image-VS-chart-14-0-0,hallusionbench-non_image-VS-chart-14,llava,hallusionbench,non_image,1,0,0,5,,1,1.0006362199506147,-0.0,-8.805102281886386
hallusionbench-non_image-VS-chart-13-0-0,hallusionbench-non_image-VS-chart-13,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0026545524214476,0.6428073115762252,47.50454068852487
hallusionbench-non_image-VS-chart-14-0-1,hallusionbench-non_image-VS-chart-14,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000430107123385,-0.0,-15.630287002352285
hallusionbench-non_image-VS-chart-14-0-2,hallusionbench-non_image-VS-chart-14,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0015573501530366,-0.0,14.070376194714761
hallusionbench-non_image-VS-chart-15-0-0,hallusionbench-non_image-VS-chart-15,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.000044345856707,0.50031198043053,-10.82666786925693
hallusionbench-non_image-VS-chart-15-0-1,hallusionbench-non_image-VS-chart-15,llava,hallusionbench,non_image,1,0,0,5,,1,1.0024491549437191,0.5158874119465566,24.136380149968186
hallusionbench-non_image-VS-chart-16-0-0,hallusionbench-non_image-VS-chart-16,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0001974105813864,0.3644277032810327,36.165736399366835
hallusionbench-non_image-VS-chart-16-0-1,hallusionbench-non_image-VS-chart-16,llava,hallusionbench,non_image,0,1,0,3,,1,1.1537193051564356,0.6425290724805099,39.262749974588026
hallusionbench-non_image-VS-chart-17-0-0,hallusionbench-non_image-VS-chart-17,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination,1,1.1442797163384446,0.5164019345206159,19.620869374536472
hallusionbench-non_image-VS-chart-17-0-1,hallusionbench-non_image-VS-chart-17,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0200003389865238,0.6825867871094998,154.09885069651534
hallusionbench-non_image-VS-chart-17-0-2,hallusionbench-non_image-VS-chart-17,llava,hallusionbench,non_image,1,0,0,5,,1,1.0023702382099773,-0.0,44.538844847619664
hallusionbench-non_image-VS-chart-18-0-0,hallusionbench-non_image-VS-chart-18,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0113379951227275,-0.0,-12.244215722260144
hallusionbench-non_image-VS-chart-19-0-0,hallusionbench-non_image-VS-chart-19,llava,hallusionbench,non_image,1,0,0,4,,1,1.000622391707455,0.5016991803569969,-9.748172990704632
hallusionbench-non_image-VS-chart-18-0-1,hallusionbench-non_image-VS-chart-18,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0137429239071978,0.6852587074969771,34.57980348641355
hallusionbench-non_image-VS-chart-19-0-1,hallusionbench-non_image-VS-chart-19,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0004966258942685,-0.0,-17.479843594260092
hallusionbench-non_image-VS-chart-20-0-0,hallusionbench-non_image-VS-chart-20,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0256061562511956,0.49623599157878284,8.992422624355692
hallusionbench-non_image-VS-chart-20-0-1,hallusionbench-non_image-VS-chart-20,llava,hallusionbench,non_image,1,0,0,5,,1,1.0264103406709337,0.514594726398267,18.021300157337325
hallusionbench-non_image-VS-chart-21-0-0,hallusionbench-non_image-VS-chart-21,llava,hallusionbench,non_image,1,0,1,2,reasoning_hallucination,1,1.0001573562577244,-0.0,-13.202848629178146
hallusionbench-non_image-VS-chart-21-0-1,hallusionbench-non_image-VS-chart-21,llava,hallusionbench,non_image,0,1,0,3,,1,1.0162700418872672,-0.0,-11.285710766685396
hallusionbench-non_image-VS-table-0-0-0,hallusionbench-non_image-VS-table-0,llava,hallusionbench,non_image,1,0,0,4,,1,1.0027610062461194,0.48655644459842573,0.24093315335600352
hallusionbench-non_image-VS-table-0-0-1,hallusionbench-non_image-VS-table-0,llava,hallusionbench,non_image,0,1,1,2,vision_hallucination,1,1.2035227963738984,-0.0,-11.537683337592044
hallusionbench-non_image-VS-table-0-0-2,hallusionbench-non_image-VS-table-0,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0001595020301415,-0.0,-6.602250592468575
hallusionbench-non_image-VS-table-1-0-1,hallusionbench-non_image-VS-table-1,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.139704937087562,0.4403077839453444,15.90450678990749
hallusionbench-non_image-VS-table-1-0-0,hallusionbench-non_image-VS-table-1,llava,hallusionbench,non_image,0,1,0,3,,1,1.3141369132097636,1.0702652662737104,90.79297886036
hallusionbench-non_image-VS-table-1-0-2,hallusionbench-non_image-VS-table-1,llava,hallusionbench,non_image,1,0,0,5,,1,1.028964519306349,0.5129148011960838,20.57664340693762
hallusionbench-non_image-VS-table-2-0-0,hallusionbench-non_image-VS-table-2,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.004074812040165,0.2610943640544445,58.41343826643315
hallusionbench-non_image-VS-table-2-0-1,hallusionbench-non_image-VS-table-2,llava,hallusionbench,non_image,1,0,0,5,,1,1.0005850792129107,-0.0,-12.567850515433095
hallusionbench-non_image-VS-table-2-0-2,hallusionbench-non_image-VS-table-2,llava,hallusionbench,non_image,1,0,0,5,,1,1.0063835383345892,-0.0,-10.06064787908711
hallusionbench-non_image-VS-table-3-0-0,hallusionbench-non_image-VS-table-3,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002421140644004,-0.0,-9.498664659736052
hallusionbench-non_image-VS-table-3-0-1,hallusionbench-non_image-VS-table-3,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002771616124373,-0.0,-16.15584805989445
hallusionbench-non_image-VS-table-3-0-2,hallusionbench-non_image-VS-table-3,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000786781337836,-0.0,-16.148353424520394
hallusionbench-non_image-VS-table-4-0-0,hallusionbench-non_image-VS-table-4,llava,hallusionbench,non_image,0,1,0,3,,1,1.2858060305328478,0.5471160923323904,157.9073081166889
hallusionbench-non_image-VS-table-4-0-1,hallusionbench-non_image-VS-table-4,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0001665353750033,-0.0,-17.086867129421744
hallusionbench-non_image-VS-table-5-0-1,hallusionbench-non_image-VS-table-5,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,2,1.0612466405342549,1.5800370666567969,231.15355710145533
hallusionbench-non_image-VS-table-4-0-2,hallusionbench-non_image-VS-table-4,llava,hallusionbench,non_image,1,0,0,4,,1,1.002815961808267,-0.0,-13.027014173026005
hallusionbench-non_image-VS-table-5-0-2,hallusionbench-non_image-VS-table-5,llava,hallusionbench,non_image,1,0,0,4,,1,1.0035268067263785,0.6138084981747809,58.66317058830738
hallusionbench-non_image-VS-table-5-0-3,hallusionbench-non_image-VS-table-5,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0348165028194698,-0.0,54.64812246152239
hallusionbench-non_image-VS-table-6-0-0,hallusionbench-non_image-VS-table-6,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.001161098454659,0.10594038026782934,87.60675055319585
hallusionbench-non_image-VS-table-6-0-1,hallusionbench-non_image-VS-table-6,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0477368817322477,0.6930126727204913,102.7178600208822
hallusionbench-non_image-VS-table-6-0-2,hallusionbench-non_image-VS-table-6,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.000203967098195,-0.0,8.460475101300469
hallusionbench-non_image-VS-table-7-0-0,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,1,0,0,5,,1,1.0006899833440712,-0.0,-16.339615799607405
hallusionbench-non_image-VS-table-7-0-1,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0003676414625478,-0.0,-14.992217342669798
hallusionbench-non_image-VS-table-6-0-3,hallusionbench-non_image-VS-table-6,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.0119218826756065,0.6198729775484649,64.5462624884092
hallusionbench-non_image-VS-table-7-0-2,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,1,0,1,2,vision_hallucination|reasoning_hallucination,1,1.0010994672863367,0.5019941248323679,-9.247538443641197
hallusionbench-non_image-VS-table-7-0-3,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0009891986749408,-0.0,-15.45994670229289
hallusionbench-non_image-VS-table-7-0-5,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.000367403043688,0.4810336607559357,-3.6171645053144417
hallusionbench-non_image-VS-table-7-0-4,hallusionbench-non_image-VS-table-7,llava,hallusionbench,non_image,1,0,0,4,,1,1.0010224580751592,0.2517008842986439,57.86417358883485
hallusionbench-non_image-VS-table-8-0-0,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,1,0,0,5,,1,1.0002629756894441,-0.0,-22.98513323348494
hallusionbench-non_image-VS-table-8-0-1,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.1056051266448994,0.6725805188955574,45.7443500279142
hallusionbench-non_image-VS-table-8-0-2,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.001467466353328,0.5183702090919223,20.749336626472683
hallusionbench-non_image-VS-table-8-0-3,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001840591414426,0.6726470605978103,-8.470795293495849
hallusionbench-non_image-VS-table-8-0-4,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,1,0,0,5,,1,1.0002483129537367,0.5627947697862286,89.08080728373582
hallusionbench-non_image-VS-table-8-0-5,hallusionbench-non_image-VS-table-8,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002224445331627,0.4063153214380192,24.177457600544187
hallusionbench-non_image-VS-table-9-0-0,hallusionbench-non_image-VS-table-9,llava,hallusionbench,non_image,1,0,0,5,,1,1.0001568794184177,0.5002533808030136,-12.24074644948403
hallusionbench-non_image-VS-table-9-0-1,hallusionbench-non_image-VS-table-9,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0000830888777026,-0.0,-14.232545573031382
hallusionbench-non_image-VS-table-9-0-2,hallusionbench-non_image-VS-table-9,llava,hallusionbench,non_image,1,0,0,5,,1,1.000784039475731,0.5030425987746105,-0.9375122612877931
hallusionbench-non_image-VS-table-10-0-0,hallusionbench-non_image-VS-table-10,llava,hallusionbench,non_image,1,0,0,5,,1,1.0003902912221763,-0.0,-14.494499822397453
hallusionbench-non_image-VS-table-9-0-3,hallusionbench-non_image-VS-table-9,llava,hallusionbench,non_image,0,1,1,1,reasoning_hallucination,1,1.003261804652848,0.5012396866080202,-8.991766669221903
hallusionbench-non_image-VS-table-10-0-2,hallusionbench-non_image-VS-table-10,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0003169774944567,0.644183954381498,32.9344191660226
hallusionbench-non_image-VS-table-10-0-1,hallusionbench-non_image-VS-table-10,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0002365112260585,0.673013661147158,-9.769614860523038
hallusionbench-non_image-VS-table-10-0-3,hallusionbench-non_image-VS-table-10,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.010614991045014,0.282842943576854,55.59924193057416
hallusionbench-non_image-VS-map-0-0-0,hallusionbench-non_image-VS-map-0,llava,hallusionbench,non_image,1,0,0,5,,1,1.0381972784912619,0.6911955484398504,198.98023342018604
hallusionbench-non_image-VS-map-0-0-1,hallusionbench-non_image-VS-map-0,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0056239367579074,0.5786869198192467,86.0475365261447
hallusionbench-non_image-VS-map-0-0-2,hallusionbench-non_image-VS-map-0,llava,hallusionbench,non_image,0,1,0,3,,1,1.0081501003368003,-0.0,56.17819580416501
hallusionbench-non_image-VS-map-0-0-3,hallusionbench-non_image-VS-map-0,llava,hallusionbench,non_image,1,0,0,4,,1,1.0007427930877528,-0.0,8.36086159148145
hallusionbench-non_image-VS-map-1-0-1,hallusionbench-non_image-VS-map-1,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0005475282793044,-0.0,-13.279179781362297
hallusionbench-non_image-VS-map-1-0-0,hallusionbench-non_image-VS-map-1,llava,hallusionbench,non_image,1,0,0,5,,1,1.0019584894933282,-0.0,-3.0369478486844166
hallusionbench-non_image-VS-map-1-0-2,hallusionbench-non_image-VS-map-1,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0275199419274184,0.3801757358368856,64.84000709652572
hallusionbench-non_image-VS-map-1-0-3,hallusionbench-non_image-VS-map-1,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0008342265911039,0.09573846163357091,85.06480814683273
hallusionbench-non_image-VS-map-2-0-1,hallusionbench-non_image-VS-map-2,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.0001956224399589,0.5273360494233547,34.419691252945725
hallusionbench-non_image-VS-map-2-0-0,hallusionbench-non_image-VS-map-2,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.000148057939525,0.5113324132072341,7.868399926611094
hallusionbench-non_image-VS-map-3-0-0,hallusionbench-non_image-VS-map-3,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.0001667737896531,0.6729035146527984,-9.990653335968972
hallusionbench-non_image-VS-map-3-0-1,hallusionbench-non_image-VS-map-3,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.091758964106513,0.6430893434440699,33.70071077435369
hallusionbench-non_image-VS-map-4-0-0,hallusionbench-non_image-VS-map-4,llava,hallusionbench,non_image,1,0,0,5,,1,1.000212669369807,-0.0,-11.74622577330299
hallusionbench-non_image-VS-map-4-0-1,hallusionbench-non_image-VS-map-4,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0000939369227322,-0.0,-12.987342563890568
hallusionbench-non_image-VS-map-4-0-2,hallusionbench-non_image-VS-map-4,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.0000258684157202,-0.0,-14.792122774421564
hallusionbench-non_image-VS-map-4-0-3,hallusionbench-non_image-VS-map-4,llava,hallusionbench,non_image,1,0,0,5,,1,1.0000888109206025,-0.0,-17.305547081944102
hallusionbench-non_image-VS-map-5-0-1,hallusionbench-non_image-VS-map-5,llava,hallusionbench,non_image,0,1,1,1,vision_hallucination|reasoning_hallucination,1,1.001218557397836,0.5239162100769219,29.9222369669065
hallusionbench-non_image-VS-map-5-0-0,hallusionbench-non_image-VS-map-5,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.00153982641715,0.6729448298913051,-5.714763282774686
hallusionbench-non_image-VS-map-5-0-2,hallusionbench-non_image-VS-map-5,llava,hallusionbench,non_image,1,0,1,1,reasoning_hallucination,1,1.269555813022389,0.4811969304482996,11.851680845701932
hallusionbench-non_image-VS-map-5-0-3,hallusionbench-non_image-VS-map-5,llava,hallusionbench,non_image,1,0,0,4,,1,1.001064181272429,0.6691023759241376,0.07965506014559587
hallusionbench-non_image-VS-map-6-0-0,hallusionbench-non_image-VS-map-6,llava,hallusionbench,non_image,1,0,0,4,,1,1.0001313686359028,0.6730191339066378,-11.997623092617694
hallusionbench-non_image-VS-map-6-0-1,hallusionbench-non_image-VS-map-6,llava,hallusionbench,non_image,0,1,1,2,vision_hallucination|reasoning_hallucination,1,1.0001120567309127,0.5506483156004548,70.70559705706451
hallusionbench-non_image-VS-map-6-0-2,hallusionbench-non_image-VS-map-6,llava,hallusionbench,non_image,1,0,0,4,,1,1.0000987052951795,0.671408177104456,-8.807746045031859
hallusionbench-non_image-VS-map-7-0-0,hallusionbench-non_image-VS-map-7,llava,hallusionbench,non_image,1,0,0,4,,1,1.0003775358225468,0.5004215720364109,-14.440547922714517
hallusionbench-non_image-VS-map-8-0-0,hallusionbench-non_image-VS-map-8,llava,hallusionbench,non_image,1,0,1,1,vision_hallucination|reasoning_hallucination,1,1.2379489041983696,0.5042029830733767,33.07907036131963
