model,dataset,method,low_fraction,sample_id,group_id,uq_score,correct,error,hallucination,quadrant,rating
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-5-0-1,hallusionbench-image-VD-ocr-5,-15.471291712442536,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-14-2-3,hallusionbench-image-VD-video-14,-15.463202476616965,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-table-7-0-3,hallusionbench-non_image-VS-table-7,-15.45994670229289,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-3-2-1,hallusionbench-image-VS-map-3,-15.440029066009462,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-12-1-1,hallusionbench-image-VD-figure-12,-15.384641686404128,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-9-1-1,hallusionbench-image-VD-ocr-9,-15.333323101617065,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-3-0-0,hallusionbench-image-VD-illusion-3,-15.319696615420378,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-9-0-1,hallusionbench-image-VD-illusion-9,-15.308883114377798,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-3-5,hallusionbench-image-VS-table-7,-15.290960075851139,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-7-2-0,hallusionbench-image-VS-table-7,-15.280792105301495,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-14-0-1,hallusionbench-image-VD-figure-14,-15.259176461314413,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-5-1-0,hallusionbench-image-VS-ocr-5,-15.235477652242999,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-12-0-0,hallusionbench-image-VD-math-12,-15.230916846716285,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-0-0-3,hallusionbench-non_image-VS-chart-0,-15.228644511749225,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-6-2-2,hallusionbench-image-VS-map-6,-15.201226246429037,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-10-1-1,hallusionbench-image-VD-ocr-10,-15.176333670106953,1,0,0,correct_clean,6
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-8-1-2,hallusionbench-image-VS-chart-8,-15.147189135404192,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-4-2-1,hallusionbench-image-VS-table-4,-15.138731978763465,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-11-1-0,hallusionbench-image-VD-illusion-11,-15.137079034831599,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-14-1-0,hallusionbench-image-VD-ocr-14,-15.134307387054228,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-11-0-0,hallusionbench-image-VD-illusion-11,-15.102589559502324,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-0-1-1,hallusionbench-image-VS-chart-0,-15.100376268939378,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-3-1-2,hallusionbench-image-VD-video-3,-15.079127408908295,0,1,1,wrong_hallucination,2
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-5-0-0,hallusionbench-non_image-VS-chart-5,-15.063100084494321,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-6-1-0,hallusionbench-image-VS-table-6,-15.041028638425445,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-3-1-0,hallusionbench-image-VD-ocr-3,-15.034391073451006,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-table-7-0-1,hallusionbench-non_image-VS-table-7,-14.992217342669798,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-1-0-2,hallusionbench-non_image-VS-chart-1,-14.95891066244316,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-21-0-1,hallusionbench-image-VD-illusion-21,-14.951410820629313,1,0,1,correct_hallucination,2
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-9-1-0,hallusionbench-image-VS-ocr-9,-14.934325077403056,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-3-2-0,hallusionbench-image-VS-table-3,-14.92824964810174,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-6-1-0,hallusionbench-image-VD-ocr-6,-14.914638910918415,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-9-2-0,hallusionbench-image-VS-chart-9,-14.904824797559334,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-9-2-0,hallusionbench-image-VS-table-9,-14.892799957042177,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-18-0-0,hallusionbench-image-VD-video-18,-14.869694228994865,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-1-1-1,hallusionbench-image-VD-ocr-1,-14.83091674809229,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-9-2-1,hallusionbench-image-VS-table-9,-14.818500507116802,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-9-2-1,hallusionbench-image-VS-chart-9,-14.811039218100996,0,1,0,wrong_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-0-0-2,hallusionbench-non_image-VS-chart-0,-14.798012759493552,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-8-0-1,hallusionbench-image-VD-figure-8,-14.797765414082818,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-4-0-2,hallusionbench-non_image-VS-map-4,-14.792122774421564,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-7-0-0,hallusionbench-image-VD-figure-7,-14.774055395219422,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-12-0-0,hallusionbench-image-VD-figure-12,-14.740688139585794,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-13-1-0,hallusionbench-image-VD-figure-13,-14.73352834888515,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-4-0-0,hallusionbench-image-VD-illusion-4,-14.71979867041773,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-11-0-1,hallusionbench-image-VD-video-11,-14.689141483792778,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-10-0-2,hallusionbench-non_image-VS-chart-10,-14.651445809919942,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-11-1-0,hallusionbench-image-VS-ocr-11,-14.62431771377615,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-8-2-3,hallusionbench-image-VS-table-8,-14.615136466375667,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-3-2-0,hallusionbench-image-VS-chart-3,-14.578763599781356,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-5-1-0,hallusionbench-image-VD-video-5,-14.559767492489824,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-14-1-1,hallusionbench-image-VD-video-14,-14.52691018294749,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-table-10-0-0,hallusionbench-non_image-VS-table-10,-14.494499822397453,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-ocr-12-0-0,hallusionbench-non_image-VS-ocr-12,-14.494248137572056,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-11-0-1,hallusionbench-image-VD-figure-11,-14.46174041578427,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-map-7-0-0,hallusionbench-non_image-VS-map-7,-14.440547922714517,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-10-0-1,hallusionbench-image-VD-ocr-10,-14.325464158054219,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-11-2-1,hallusionbench-image-VS-ocr-11,-14.273248885862477,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-table-0-2-0,hallusionbench-image-VS-table-0,-14.269385806762857,0,1,0,wrong_clean,3
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-table-9-0-1,hallusionbench-non_image-VS-table-9,-14.232545573031382,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-8-0-0,hallusionbench-image-VD-figure-8,-14.211307096493334,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-2-0-0,hallusionbench-image-VD-math-2,-14.200543436444544,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-26-0-0,hallusionbench-image-VD-illusion-26,-14.112016940836707,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-18-1-0,hallusionbench-image-VD-video-18,-14.103933871149218,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-19-2-1,hallusionbench-image-VS-chart-19,-14.103371323387574,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-3-1-0,hallusionbench-image-VS-map-3,-14.09817842376352,1,0,0,correct_clean,6
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-4-2-0,hallusionbench-image-VD-video-4,-14.089117836090493,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-10-0-0,hallusionbench-image-VD-illusion-10,-14.086430145923998,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-4-2-3,hallusionbench-image-VS-chart-4,-14.08230858547364,1,0,0,correct_clean,6
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-12-2-0,hallusionbench-image-VS-chart-12,-14.075124010105862,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-5-2-1,hallusionbench-image-VS-chart-5,-14.043333370418745,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-4-2-1,hallusionbench-image-VS-map-4,-14.005652734201718,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-3-1-2,hallusionbench-image-VD-ocr-3,-13.989293817359021,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-11-2-1,hallusionbench-image-VD-video-11,-13.984859926231245,0,1,0,wrong_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-math-13-1-2,hallusionbench-image-VD-math-13,-13.968611674218835,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-14-2-2,hallusionbench-image-VS-chart-14,-13.963870338587427,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-ocr-12-0-1,hallusionbench-non_image-VS-ocr-12,-13.942358262434562,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-16-0-1,hallusionbench-image-VD-ocr-16,-13.924937263683505,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-ocr-7-2-0,hallusionbench-image-VS-ocr-7,-13.912599025210907,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-chart-8-1-1,hallusionbench-image-VS-chart-8,-13.891983113224335,0,1,1,wrong_hallucination,2
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-3-0-0,hallusionbench-image-VD-figure-3,-13.882002002209743,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-16-0-1,hallusionbench-image-VD-figure-16,-13.86031766010454,1,0,1,correct_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-12-0-0,hallusionbench-non_image-VS-chart-12,-13.77331694244381,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-video-6-1-2,hallusionbench-image-VD-video-6,-13.76627901874021,0,1,0,wrong_clean,3
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-7-0-0,hallusionbench-image-VD-illusion-7,-13.74019896265612,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-9-0-0,hallusionbench-image-VD-ocr-9,-13.688214142158788,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-ocr-8-0-0,hallusionbench-non_image-VS-ocr-8,-13.672169264780305,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-ocr-9-0-0,hallusionbench-non_image-VS-ocr-9,-13.637031310564376,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-6-0-1,hallusionbench-image-VD-ocr-6,-13.616638563682686,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-non_image-VS-chart-8-0-0,hallusionbench-non_image-VS-chart-8,-13.608308968591686,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-illusion-13-0-0,hallusionbench-image-VD-illusion-13,-13.59476498236062,1,0,0,correct_clean,4
llava,hallusionbench,umpire,0.2,hallusionbench-image-VS-map-3-2-0,hallusionbench-image-VS-map-3,-13.55256762702846,1,0,0,correct_clean,5
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-ocr-4-1-0,hallusionbench-image-VD-ocr-4,-13.546461197298948,0,1,1,wrong_hallucination,1
llava,hallusionbench,umpire,0.2,hallusionbench-image-VD-figure-3-0-1,hallusionbench-image-VD-figure-3,-13.546441407904023,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_130,mmvet-v1_130,1.000171422952175,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_122,mmvet-v1_122,1.0002068281120404,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_57,mmvet-v1_57,1.000234141070252,0,1,1,wrong_hallucination,0
llava,mmvet,perplexity,0.2,mmvet-v1_113,mmvet-v1_113,1.0002521276448502,1,0,1,correct_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_194,mmvet-v1_194,1.0002571007458465,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_108,mmvet-v1_108,1.0002764463333857,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_112,mmvet-v1_112,1.0002787113272467,1,0,1,correct_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_116,mmvet-v1_116,1.0003436966256527,1,0,0,correct_clean,5
llava,mmvet,perplexity,0.2,mmvet-v1_131,mmvet-v1_131,1.0003457069324062,0,1,0,wrong_clean,4
llava,mmvet,perplexity,0.2,mmvet-v1_124,mmvet-v1_124,1.0003513097710144,1,0,0,correct_clean,5
llava,mmvet,perplexity,0.2,mmvet-v1_123,mmvet-v1_123,1.0003669262061392,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_114,mmvet-v1_114,1.0003681183004374,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_9,mmvet-v1_9,1.0003689527527342,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_68,mmvet-v1_68,1.0003818273559542,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_146,mmvet-v1_146,1.0004044771165002,0,1,0,wrong_clean,4
llava,mmvet,perplexity,0.2,mmvet-v1_75,mmvet-v1_75,1.0004696542314266,1,0,1,correct_hallucination,2
llava,mmvet,perplexity,0.2,mmvet-v1_136,mmvet-v1_136,1.0005497932172385,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_115,mmvet-v1_115,1.0005739927305315,1,0,1,correct_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_110,mmvet-v1_110,1.0006089210350213,1,0,0,correct_clean,5
llava,mmvet,perplexity,0.2,mmvet-v1_125,mmvet-v1_125,1.0006328821275148,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_117,mmvet-v1_117,1.0006585121323328,1,0,1,correct_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_119,mmvet-v1_119,1.000666856779079,1,0,0,correct_clean,5
llava,mmvet,perplexity,0.2,mmvet-v1_197,mmvet-v1_197,1.000736764076223,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_77,mmvet-v1_77,1.0007928024812591,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_127,mmvet-v1_127,1.0007941050627418,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_196,mmvet-v1_196,1.0010320964007284,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_86,mmvet-v1_86,1.0010800362077277,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_6,mmvet-v1_6,1.0011169910093438,0,1,1,wrong_hallucination,0
llava,mmvet,perplexity,0.2,mmvet-v1_85,mmvet-v1_85,1.0011171102352507,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_94,mmvet-v1_94,1.001429784303687,1,0,0,correct_clean,4
llava,mmvet,perplexity,0.2,mmvet-v1_190,mmvet-v1_190,1.0014353713519044,0,1,0,wrong_clean,4
llava,mmvet,perplexity,0.2,mmvet-v1_134,mmvet-v1_134,1.001449346580084,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_14,mmvet-v1_14,1.0015491119302176,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_33,mmvet-v1_33,1.0015518665123546,1,0,0,correct_clean,4
llava,mmvet,perplexity,0.2,mmvet-v1_5,mmvet-v1_5,1.0015536487418364,0,1,1,wrong_hallucination,0
llava,mmvet,perplexity,0.2,mmvet-v1_3,mmvet-v1_3,1.0015597879290112,1,0,1,correct_hallucination,2
llava,mmvet,perplexity,0.2,mmvet-v1_29,mmvet-v1_29,1.0015814584269798,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_55,mmvet-v1_55,1.0018932282919835,0,1,1,wrong_hallucination,0
llava,mmvet,perplexity,0.2,mmvet-v1_28,mmvet-v1_28,1.0020795787579815,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_188,mmvet-v1_188,1.0022450884938408,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_17,mmvet-v1_17,1.002298832007451,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_50,mmvet-v1_50,1.0025688034583102,0,1,1,wrong_hallucination,1
llava,mmvet,perplexity,0.2,mmvet-v1_132,mmvet-v1_132,1.0028846697196523,1,0,0,correct_clean,6
llava,mmvet,perplexity,0.2,mmvet-v1_109,mmvet-v1_109,1.0028855800287162,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_110,mmvet-v1_110,-0.0,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_112,mmvet-v1_112,-0.0,1,0,1,correct_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_113,mmvet-v1_113,-0.0,1,0,1,correct_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_114,mmvet-v1_114,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_115,mmvet-v1_115,-0.0,1,0,1,correct_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_117,mmvet-v1_117,-0.0,1,0,1,correct_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_121,mmvet-v1_121,-0.0,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_123,mmvet-v1_123,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_124,mmvet-v1_124,-0.0,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_125,mmvet-v1_125,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_128,mmvet-v1_128,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_130,mmvet-v1_130,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_136,mmvet-v1_136,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_137,mmvet-v1_137,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_142,mmvet-v1_142,-0.0,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_146,mmvet-v1_146,-0.0,0,1,0,wrong_clean,4
llava,mmvet,semantic_entropy,0.2,mmvet-v1_161,mmvet-v1_161,-0.0,1,0,1,correct_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_163,mmvet-v1_163,-0.0,0,1,1,wrong_hallucination,0
llava,mmvet,semantic_entropy,0.2,mmvet-v1_176,mmvet-v1_176,-0.0,0,1,1,wrong_hallucination,0
llava,mmvet,semantic_entropy,0.2,mmvet-v1_198,mmvet-v1_198,-0.0,0,1,1,wrong_hallucination,0
llava,mmvet,semantic_entropy,0.2,mmvet-v1_200,mmvet-v1_200,-0.0,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_202,mmvet-v1_202,-0.0,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_51,mmvet-v1_51,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_52,mmvet-v1_52,-0.0,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_66,mmvet-v1_66,-0.0,0,1,1,wrong_hallucination,0
llava,mmvet,semantic_entropy,0.2,mmvet-v1_94,mmvet-v1_94,-0.0,1,0,0,correct_clean,4
llava,mmvet,semantic_entropy,0.2,mmvet-v1_97,mmvet-v1_97,-0.0,0,1,0,wrong_clean,3
llava,mmvet,semantic_entropy,0.2,mmvet-v1_169,mmvet-v1_169,0.006147959588644357,0,1,1,wrong_hallucination,0
llava,mmvet,semantic_entropy,0.2,mmvet-v1_88,mmvet-v1_88,0.012511895961904402,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_81,mmvet-v1_81,0.049910094908474936,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_147,mmvet-v1_147,0.27144340230599917,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_185,mmvet-v1_185,0.4412434532159779,0,1,0,wrong_clean,3
llava,mmvet,semantic_entropy,0.2,mmvet-v1_175,mmvet-v1_175,0.4789829915076263,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_180,mmvet-v1_180,0.4870604430426615,0,1,0,wrong_clean,3
llava,mmvet,semantic_entropy,0.2,mmvet-v1_116,mmvet-v1_116,0.4960024551877273,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_126,mmvet-v1_126,0.4966548984449505,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_122,mmvet-v1_122,0.49715746231014,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_134,mmvet-v1_134,0.49732324627231295,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_17,mmvet-v1_17,0.5005207297622081,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_111,mmvet-v1_111,0.5006253775335854,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_109,mmvet-v1_109,0.5017063879094303,1,0,0,correct_clean,6
llava,mmvet,semantic_entropy,0.2,mmvet-v1_31,mmvet-v1_31,0.5128800363053165,0,1,1,wrong_hallucination,1
llava,mmvet,semantic_entropy,0.2,mmvet-v1_107,mmvet-v1_107,0.516443349497936,1,0,0,correct_clean,5
llava,mmvet,semantic_entropy,0.2,mmvet-v1_118,mmvet-v1_118,0.5328276154593792,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_112,mmvet-v1_112,-24.420208620472668,1,0,1,correct_hallucination,1
llava,mmvet,umpire,0.2,mmvet-v1_115,mmvet-v1_115,-20.463138371156926,1,0,1,correct_hallucination,1
llava,mmvet,umpire,0.2,mmvet-v1_110,mmvet-v1_110,-19.7604956869399,1,0,0,correct_clean,5
llava,mmvet,umpire,0.2,mmvet-v1_124,mmvet-v1_124,-19.635246310054715,1,0,0,correct_clean,5
llava,mmvet,umpire,0.2,mmvet-v1_122,mmvet-v1_122,-19.41459682073783,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_117,mmvet-v1_117,-19.249543041350556,1,0,1,correct_hallucination,1
llava,mmvet,umpire,0.2,mmvet-v1_130,mmvet-v1_130,-19.160800034307684,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_146,mmvet-v1_146,-19.064392383172354,0,1,0,wrong_clean,4
llava,mmvet,umpire,0.2,mmvet-v1_134,mmvet-v1_134,-18.520184582759946,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_128,mmvet-v1_128,-18.22076190857731,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_137,mmvet-v1_137,-18.18811192587318,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_125,mmvet-v1_125,-18.122484626635377,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_142,mmvet-v1_142,-17.946261171084977,1,0,0,correct_clean,5
llava,mmvet,umpire,0.2,mmvet-v1_114,mmvet-v1_114,-17.278332456641532,1,0,0,correct_clean,6
llava,mmvet,umpire,0.2,mmvet-v1_126,mmvet-v1_126,-16.733222263625148,0,1,1,wrong_hallucination,1
